conexion_id,player_id,ping_ms,status,fecha
93,566.0,27.071796107943086,EXITOSO,2026-05-26
94,106.0,103.54786234470782,EXITOSO,2026-05-26
95,772.0,106.36936601136819,EXITOSO,2026-05-26
96,822.0,61.882867472315496,EXITOSO,2026-05-26
97,477.0,-26.834462833346763,EXITOSO,2026-05-26
98,703.0,39.49729370222839,EXITOSO,2026-05-26
99,402.0,131.43484497216468,EXITOSO,2026-05-26
100,730.0,71.88223085967638,FALLIDO,2026-05-26
101,556.0,87.73598823487544,EXITOSO,2026-05-26
102,162.0,56.43333673460127,EXITOSO,2026-05-26
103,202.0,51.06228360547486,FALLIDO,2026-05-26
104,958.0,-14.69378274798025,EXITOSO,2026-05-26
105,996.0,91.78956868221228,EXITOSO,2026-05-26
106,270.0,103.18724818889507,EXITOSO,2026-05-26
107,863.0,21.96550858133247,EXITOSO,2026-05-26
108,816.0,52.8457951396677,EXITOSO,2026-05-26
109,271.0,47.45034890582837,EXITOSO,2026-05-26
110,456.0,76.80613175945145,EXITOSO,2026-05-26
111,462.0,38.2254567396362,EXITOSO,2026-05-26
112,727.0,97.25363692732009,EXITOSO,2026-05-26
113,252.0,62.85297264497956,EXITOSO,2026-05-26
114,702.0,-41.9769222233879,EXITOSO,2026-05-26
115,296.0,77.70881100770573,EXITOSO,2026-05-26
116,725.0,99.85403950363137,EXITOSO,2026-05-26
117,720.0,13.917533589402453,EXITOSO,2026-05-26
118,749.0,76.34907739898297,EXITOSO,2026-05-26
119,338.0,133.1983867901684,EXITOSO,2026-05-26
120,879.0,64.48265500712955,EXITOSO,2026-05-26
121,53.0,105.66515457317958,EXITOSO,2026-05-26
122,792.0,42.313801190539195,EXITOSO,2026-05-26
123,922.0,59.28142846171375,EXITOSO,2026-05-26
124,217.0,51.815148482946185,EXITOSO,2026-05-26
125,764.0,44.51518294609774,EXITOSO,2026-05-26
126,188.0,54.09111819667695,FALLIDO,2026-05-26
127,380.0,-5.2272712369726975,EXITOSO,2026-05-26
128,493.0,46.76479462466814,EXITOSO,2026-05-26
129,41.0,113.5122582170714,INVALIDO,2026-05-26
130,157.0,21.452397725926666,EXITOSO,2026-05-26
131,15.0,17.354669141067582,FALLIDO,2026-05-26
132,813.0,62.4484948557902,EXITOSO,2026-05-26
133,65.0,64.44732573428978,EXITOSO,2026-05-26
134,857.0,75.09858876215945,EXITOSO,2026-05-26
135,839.0,55.45045707261444,EXITOSO,2026-05-26
136,521.0,62.874566578333344,EXITOSO,2026-05-26
137,344.0,45.96460905484003,EXITOSO,2026-05-26
138,129.0,8.96815378800143,FALLIDO,2026-05-26
139,648.0,57.14432526757397,EXITOSO,2026-05-26
140,472.0,88.98387985769855,EXITOSO,2026-05-26
141,63.0,80.60218505409337,EXITOSO,2026-05-26
142,139.0,-9.769685077571495,EXITOSO,2026-05-26
143,499.0,70.07701453236331,EXITOSO,2026-05-26
144,593.0,24.289218965713232,EXITOSO,2026-05-26
145,392.0,115.68656020885527,EXITOSO,2026-05-26
146,675.0,73.05079131713521,EXITOSO,2026-05-26
147,419.0,95.85135840522426,EXITOSO,2026-05-26
148,289.0,60.84672577659439,EXITOSO,2026-05-26
149,379.0,57.35780004410091,FALLIDO,2026-05-26
150,773.0,119.83379670612987,EXITOSO,2026-05-26
151,490.0,98.91097586500065,EXITOSO,2026-05-26
152,231.0,64.71434608990191,EXITOSO,2026-05-26
153,41.0,52.013342954504076,EXITOSO,2026-05-26
154,28.0,-8.286989021234788,EXITOSO,2026-05-26
155,135.0,72.9827013949656,EXITOSO,2026-05-26
156,201.0,54.955841227211415,EXITOSO,2026-05-26
157,840.0,82.15824188329104,EXITOSO,2026-05-26
158,780.0,94.31275366139145,EXITOSO,2026-05-26
159,930.0,109.31684380188987,EXITOSO,2026-05-26
160,33.0,73.47971643577617,EXITOSO,2026-05-26
161,48.0,18.14558139487179,EXITOSO,2026-05-26
162,503.0,-25.97254203672533,EXITOSO,2026-05-26
163,407.0,27.01200558572834,EXITOSO,2026-05-26
164,574.0,113.33953998020272,EXITOSO,2026-05-26
165,728.0,132.93965877197763,EXITOSO,2026-05-26
166,805.0,50.483969929232984,EXITOSO,2026-05-26
167,99.0,1.5616298287059465,EXITOSO,2026-05-26
168,684.0,34.063456999886405,EXITOSO,2026-05-26
169,872.0,105.51223290791484,EXITOSO,2026-05-26
170,726.0,36.35947305891573,EXITOSO,2026-05-26
171,987.0,83.56495790670057,EXITOSO,2026-05-26
172,547.0,66.74233205192141,EXITOSO,2026-05-26
173,961.0,88.40013036148216,EXITOSO,2026-05-26
174,739.0,132.72043995788152,EXITOSO,2026-05-26
175,613.0,83.59125902137353,EXITOSO,2026-05-26
176,943.0,65.87665106551718,EXITOSO,2026-05-26
177,462.0,137.13494263235677,FALLIDO,2026-05-26
178,643.0,73.98208406500245,EXITOSO,2026-05-26
179,769.0,28.282100106735975,EXITOSO,2026-05-26
180,5.0,87.49861159077942,EXITOSO,2026-05-26
181,218.0,77.89822168531882,EXITOSO,2026-05-26
182,503.0,47.68390630917601,EXITOSO,2026-05-26
183,767.0,39.29655790134906,EXITOSO,2026-05-26
184,398.0,48.069620507403684,EXITOSO,2026-05-26
185,871.0,38.72442569992973,FALLIDO,2026-05-26
186,795.0,49.369607251484325,EXITOSO,2026-05-26
187,393.0,26.288135910325543,FALLIDO,2026-05-26
188,207.0,75.44618752639263,EXITOSO,2026-05-26
189,15.0,72.44805255835277,EXITOSO,2026-05-26
190,858.0,73.80807108917877,EXITOSO,2026-05-26
191,554.0,57.50522642253384,EXITOSO,2026-05-26
192,892.0,52.89346975899752,EXITOSO,2026-05-26
193,461.0,117.6802319061406,EXITOSO,2026-05-26
194,691.0,62.69623547351211,EXITOSO,2026-05-26
195,575.0,110.55067384221907,EXITOSO,2026-05-26
196,864.0,20.14336067334746,EXITOSO,2026-05-26
197,743.0,83.56711336805515,EXITOSO,2026-05-26
198,241.0,30.611878533599373,INVALIDO,2026-05-26
199,564.0,37.75392286826663,EXITOSO,2026-05-26
200,96.0,43.52376640289794,FALLIDO,2026-05-26
201,900.0,41.01604125584886,EXITOSO,2026-05-26
202,734.0,41.21581374072597,EXITOSO,2026-05-26
203,485.0,108.69100359562259,EXITOSO,2026-05-26
204,407.0,61.816446924705595,EXITOSO,2026-05-26
205,231.0,69.00221556838437,INVALIDO,2026-05-26
206,749.0,41.71360145794202,EXITOSO,2026-05-26
207,655.0,94.27757214872435,FALLIDO,2026-05-26
208,171.0,74.20225112955679,EXITOSO,2026-05-26
209,541.0,47.64285422601047,EXITOSO,2026-05-26
210,36.0,-3.3713557050657244,EXITOSO,2026-05-26
211,525.0,68.65185833607482,EXITOSO,2026-05-26
212,160.0,83.02718090141833,EXITOSO,2026-05-26
213,839.0,20.846086467066144,EXITOSO,2026-05-26
214,699.0,48.18421525203351,EXITOSO,2026-05-26
215,243.0,81.48642005843824,EXITOSO,2026-05-26
216,86.0,-2.837122284870695,EXITOSO,2026-05-26
217,796.0,34.04591266360441,EXITOSO,2026-05-26
218,578.0,75.07635766505605,FALLIDO,2026-05-26
219,682.0,104.2007375540644,EXITOSO,2026-05-26
220,557.0,147.43119249084668,EXITOSO,2026-05-26
221,574.0,138.3461907346836,EXITOSO,2026-05-26
222,953.0,65.75077929264037,EXITOSO,2026-05-26
223,646.0,40.63092474072191,EXITOSO,2026-05-26
224,796.0,96.92489071083544,FALLIDO,2026-05-26
225,28.0,38.25628305105371,INVALIDO,2026-05-26
226,620.0,29.51618860217394,FALLIDO,2026-05-26
227,556.0,47.78935790539598,EXITOSO,2026-05-26
228,340.0,42.77306799291573,EXITOSO,2026-05-26
229,798.0,76.50522492263502,FALLIDO,2026-05-26
230,958.0,35.903935114625554,EXITOSO,2026-05-26
231,331.0,63.40488229191259,FALLIDO,2026-05-26
232,640.0,123.79813805621282,EXITOSO,2026-05-26
233,506.0,64.88562856296191,EXITOSO,2026-05-26
234,348.0,120.66969152487111,EXITOSO,2026-05-26
235,473.0,108.08226404263796,EXITOSO,2026-05-26
236,231.0,83.68160946802531,EXITOSO,2026-05-26
237,190.0,45.83388840245918,EXITOSO,2026-05-26
238,225.0,101.62031909396417,EXITOSO,2026-05-26
239,385.0,50.00100325447705,EXITOSO,2026-05-26
240,377.0,59.91961379892155,EXITOSO,2026-05-26
241,283.0,73.20794696662377,EXITOSO,2026-05-26
242,958.0,59.78530110426073,EXITOSO,2026-05-26
243,633.0,31.18929126357852,EXITOSO,2026-05-26
244,628.0,-1.0839565993147744,EXITOSO,2026-05-26
245,973.0,98.36531721301915,FALLIDO,2026-05-26
246,745.0,82.81368507225443,EXITOSO,2026-05-26
247,259.0,-8.824439699853684,EXITOSO,2026-05-26
248,359.0,30.12850601852573,EXITOSO,2026-05-26
249,710.0,67.16261717093538,EXITOSO,2026-05-26
250,456.0,77.70289414242272,EXITOSO,2026-05-26
251,411.0,-0.7381463586836645,INVALIDO,2026-05-26
252,649.0,56.43045333830313,EXITOSO,2026-05-26
253,318.0,81.58618381015857,EXITOSO,2026-05-26
254,677.0,45.93952792402879,EXITOSO,2026-05-26
255,225.0,70.23318593737575,FALLIDO,2026-05-26
256,819.0,40.49792471822093,EXITOSO,2026-05-26
257,234.0,96.36785406798087,EXITOSO,2026-05-26
258,684.0,28.02857144534915,FALLIDO,2026-05-26
259,664.0,14.316870436224804,FALLIDO,2026-05-26
260,975.0,61.15707456246203,EXITOSO,2026-05-26
261,827.0,2.6589611084601756,EXITOSO,2026-05-26
262,374.0,-24.2044475225116,EXITOSO,2026-05-26
263,672.0,103.34941192216054,EXITOSO,2026-05-26
264,608.0,20.631020737567248,FALLIDO,2026-05-26
265,472.0,6.6539366966474915,EXITOSO,2026-05-26
266,233.0,27.529648922015674,EXITOSO,2026-05-26
267,692.0,25.733974743568183,FALLIDO,2026-05-26
268,113.0,54.31554155345824,EXITOSO,2026-05-26
269,830.0,16.26053065256133,EXITOSO,2026-05-26
270,497.0,79.9274456902462,EXITOSO,2026-05-26
271,442.0,85.84936524630861,EXITOSO,2026-05-26
272,564.0,9.00034197537859,INVALIDO,2026-05-26
273,268.0,35.2761350820645,EXITOSO,2026-05-26
274,510.0,39.07771039845656,EXITOSO,2026-05-26
275,807.0,53.39970554534633,INVALIDO,2026-05-26
276,386.0,103.30734067934728,INVALIDO,2026-05-26
277,387.0,105.61253660010433,EXITOSO,2026-05-26
278,113.0,159.95469544663146,EXITOSO,2026-05-26
279,613.0,-30.774957166167127,EXITOSO,2026-05-26
280,625.0,23.028171073934843,EXITOSO,2026-05-26
281,952.0,132.56036724299935,EXITOSO,2026-05-26
282,81.0,-12.028012711073387,EXITOSO,2026-05-26
283,699.0,131.65060256682824,EXITOSO,2026-05-26
284,113.0,65.89405092572979,EXITOSO,2026-05-26
285,2.0,67.36531092090178,FALLIDO,2026-05-26
286,642.0,8.808080555221181,EXITOSO,2026-05-26
287,220.0,41.95347119982813,EXITOSO,2026-05-26
288,566.0,129.89505438839626,EXITOSO,2026-05-26
289,855.0,58.09267459035093,EXITOSO,2026-05-26
290,997.0,42.2200388715918,EXITOSO,2026-05-26
291,736.0,76.22876785516944,EXITOSO,2026-05-26
292,225.0,52.311295987893715,FALLIDO,2026-05-26
293,385.0,73.80604599225764,EXITOSO,2026-05-26
294,403.0,26.01034671360315,FALLIDO,2026-05-26
295,638.0,56.91389405567579,FALLIDO,2026-05-26
296,130.0,34.356949382371255,EXITOSO,2026-05-26
297,53.0,-12.158665627787101,EXITOSO,2026-05-26
298,684.0,79.27831148990741,EXITOSO,2026-05-26
299,730.0,10.649086337777774,FALLIDO,2026-05-26
300,672.0,53.410362795835916,EXITOSO,2026-05-26
301,710.0,97.04272983311644,EXITOSO,2026-05-26
302,416.0,0.08746173838279958,EXITOSO,2026-05-26
303,247.0,84.18736387798407,EXITOSO,2026-05-26
304,836.0,48.0074617212535,EXITOSO,2026-05-26
305,439.0,21.339063962917443,INVALIDO,2026-05-26
306,203.0,140.91693155544274,EXITOSO,2026-05-26
307,184.0,59.97774816980659,EXITOSO,2026-05-26
308,123.0,37.27628441693035,EXITOSO,2026-05-26
309,401.0,28.79148310534393,EXITOSO,2026-05-26
310,767.0,95.24649873746785,EXITOSO,2026-05-26
311,294.0,35.51775094146354,EXITOSO,2026-05-26
312,280.0,90.26072394164103,EXITOSO,2026-05-26
313,837.0,59.900806755073575,EXITOSO,2026-05-26
314,884.0,104.64752257735394,EXITOSO,2026-05-26
315,610.0,18.29842210068464,EXITOSO,2026-05-26
316,198.0,23.87747043615982,EXITOSO,2026-05-26
317,982.0,48.75978743879726,EXITOSO,2026-05-26
318,907.0,52.077340099008964,EXITOSO,2026-05-26
319,511.0,45.817718852119576,FALLIDO,2026-05-26
320,752.0,165.2576162170607,INVALIDO,2026-05-26
321,144.0,142.5298801740763,EXITOSO,2026-05-26
322,609.0,71.96220299284172,EXITOSO,2026-05-26
323,201.0,76.6788829620183,EXITOSO,2026-05-26
324,124.0,50.542712796816765,EXITOSO,2026-05-26
325,187.0,18.006978659274765,EXITOSO,2026-05-26
326,326.0,52.717110377789915,EXITOSO,2026-05-26
327,464.0,90.84471005848215,EXITOSO,2026-05-26
328,349.0,112.22507046272037,EXITOSO,2026-05-26
329,771.0,99.82833682090822,EXITOSO,2026-05-26
330,660.0,-0.3909717261684591,EXITOSO,2026-05-26
331,764.0,48.43089287385148,EXITOSO,2026-05-26
332,955.0,1.2452974053603043,EXITOSO,2026-05-26
333,932.0,106.75374229610875,FALLIDO,2026-05-26
334,403.0,43.504624207986694,EXITOSO,2026-05-26
335,346.0,58.115595374758676,EXITOSO,2026-05-26
336,963.0,79.20201072020006,FALLIDO,2026-05-26
337,511.0,170.64559679247594,EXITOSO,2026-05-26
338,147.0,70.73099759158104,EXITOSO,2026-05-26
339,148.0,50.46915848774993,FALLIDO,2026-05-26
340,864.0,10.358315151854399,EXITOSO,2026-05-26
341,711.0,118.34557794012422,EXITOSO,2026-05-26
342,820.0,52.734541428116984,EXITOSO,2026-05-26
343,489.0,126.28569859710798,EXITOSO,2026-05-26
344,929.0,104.22452451794894,EXITOSO,2026-05-26
345,936.0,41.48175589566113,EXITOSO,2026-05-26
346,640.0,4.308952765763827,EXITOSO,2026-05-26
347,551.0,70.90276468814427,FALLIDO,2026-05-26
348,338.0,35.40385884913593,FALLIDO,2026-05-26
349,872.0,61.57383369825223,EXITOSO,2026-05-26
350,641.0,101.9619842741735,EXITOSO,2026-05-26
351,779.0,-6.143284624993342,EXITOSO,2026-05-26
352,988.0,70.58455376272855,EXITOSO,2026-05-26
353,953.0,90.38384763542948,EXITOSO,2026-05-26
354,473.0,92.32442247024252,EXITOSO,2026-05-26
355,946.0,5.458313152503081,EXITOSO,2026-05-26
356,151.0,76.77345879095856,EXITOSO,2026-05-26
357,415.0,108.1414632762677,EXITOSO,2026-05-26
358,990.0,73.72935193600303,EXITOSO,2026-05-26
359,298.0,55.37223175565853,EXITOSO,2026-05-26
360,611.0,105.58451762293775,EXITOSO,2026-05-26
361,263.0,32.2272475824468,EXITOSO,2026-05-26
362,764.0,-1.1933163281308055,FALLIDO,2026-05-26
363,144.0,51.97608740276274,EXITOSO,2026-05-26
364,346.0,81.40180766815995,EXITOSO,2026-05-26
365,624.0,101.55747045745734,INVALIDO,2026-05-26
366,572.0,81.22010296671729,EXITOSO,2026-05-26
367,881.0,93.43284274899432,EXITOSO,2026-05-26
368,2.0,101.81245720415839,EXITOSO,2026-05-26
369,897.0,46.42491974807558,EXITOSO,2026-05-26
370,304.0,54.08242792369641,EXITOSO,2026-05-26
371,254.0,111.48671172599502,EXITOSO,2026-05-26
372,652.0,11.593719030772505,EXITOSO,2026-05-26
373,453.0,77.1653144608918,EXITOSO,2026-05-26
374,37.0,31.33164684331915,EXITOSO,2026-05-26
375,160.0,104.01046412923878,INVALIDO,2026-05-26
376,9.0,59.282580776994415,EXITOSO,2026-05-26
377,233.0,60.303757415124956,EXITOSO,2026-05-26
378,99.0,129.15519549586745,EXITOSO,2026-05-26
379,659.0,16.95828882205415,EXITOSO,2026-05-26
380,816.0,68.63277892874412,INVALIDO,2026-05-26
381,208.0,52.794954756087165,EXITOSO,2026-05-26
382,131.0,81.29645264172125,EXITOSO,2026-05-26
383,404.0,137.17323146755786,EXITOSO,2026-05-26
384,152.0,35.7903396029927,EXITOSO,2026-05-26
385,54.0,12.104091505838198,EXITOSO,2026-05-26
386,120.0,27.626902972719748,EXITOSO,2026-05-26
387,673.0,50.68727671116324,EXITOSO,2026-05-26
388,920.0,62.569233348133075,EXITOSO,2026-05-26
389,628.0,64.58115183146329,EXITOSO,2026-05-26
390,587.0,132.10643804701735,EXITOSO,2026-05-26
391,625.0,124.99356178619367,EXITOSO,2026-05-26
392,968.0,112.11785956267842,EXITOSO,2026-05-26
393,420.0,160.57754546469369,EXITOSO,2026-05-26
394,422.0,92.96393826650525,EXITOSO,2026-05-26
395,104.0,104.3342033405056,EXITOSO,2026-05-26
396,852.0,92.19082087575065,EXITOSO,2026-05-26
397,254.0,85.63621255175147,EXITOSO,2026-05-26
398,227.0,75.77586096731366,EXITOSO,2026-05-26
399,112.0,44.12571820338718,EXITOSO,2026-05-26
400,510.0,10.128870086485414,EXITOSO,2026-05-26
401,473.0,54.77384124151547,EXITOSO,2026-05-26
402,99.0,82.63094798688253,EXITOSO,2026-05-26
403,153.0,62.890476038959605,EXITOSO,2026-05-26
404,861.0,17.386572235229764,EXITOSO,2026-05-26
405,914.0,53.36467800066487,EXITOSO,2026-05-26
406,896.0,51.27988765667448,EXITOSO,2026-05-26
407,878.0,57.5058143212488,EXITOSO,2026-05-26
408,338.0,79.63661395706637,EXITOSO,2026-05-26
409,706.0,88.2503214764121,EXITOSO,2026-05-26
410,822.0,39.9979419610179,EXITOSO,2026-05-26
411,163.0,99.24484752050056,EXITOSO,2026-05-26
412,720.0,105.2655247867325,EXITOSO,2026-05-26
413,957.0,72.81207732194181,INVALIDO,2026-05-26
414,681.0,86.59001087812273,EXITOSO,2026-05-26
415,996.0,99.36925769847795,EXITOSO,2026-05-26
416,161.0,16.09421401682114,EXITOSO,2026-05-26
417,580.0,102.18925339927183,EXITOSO,2026-05-26
418,801.0,28.39756509608187,EXITOSO,2026-05-26
419,398.0,32.29193453486486,FALLIDO,2026-05-26
420,277.0,67.85156671259044,EXITOSO,2026-05-26
421,816.0,-25.76160502698677,INVALIDO,2026-05-26
422,916.0,67.02481232903041,EXITOSO,2026-05-26
423,504.0,99.2712378782321,EXITOSO,2026-05-26
424,896.0,-5.836953857840669,EXITOSO,2026-05-26
425,392.0,103.56037298185805,FALLIDO,2026-05-26
426,135.0,32.0484952589018,EXITOSO,2026-05-26
427,195.0,68.27447121971203,EXITOSO,2026-05-26
428,401.0,37.85701971978152,EXITOSO,2026-05-26
429,640.0,82.91673936516183,EXITOSO,2026-05-26
430,33.0,100.99790224655054,EXITOSO,2026-05-26
431,688.0,85.88041457529991,EXITOSO,2026-05-26
432,460.0,59.840754020252,FALLIDO,2026-05-26
433,955.0,40.965786536262996,EXITOSO,2026-05-26
434,883.0,57.22791882515548,EXITOSO,2026-05-26
435,470.0,86.23885859838566,EXITOSO,2026-05-26
436,375.0,87.61065596691675,EXITOSO,2026-05-26
437,22.0,82.0330632870449,FALLIDO,2026-05-26
438,750.0,8.696898337718224,EXITOSO,2026-05-26
439,670.0,59.0791016625836,EXITOSO,2026-05-26
440,38.0,34.66284143211393,EXITOSO,2026-05-26
441,230.0,86.59716079623311,EXITOSO,2026-05-26
442,365.0,29.40112986485613,INVALIDO,2026-05-26
443,563.0,78.08215032336899,EXITOSO,2026-05-26
444,438.0,48.712489567418814,EXITOSO,2026-05-26
445,776.0,-15.16384733062965,EXITOSO,2026-05-26
446,283.0,97.2383714355199,EXITOSO,2026-05-26
447,27.0,58.98851112544169,EXITOSO,2026-05-26
448,226.0,111.03909183062767,EXITOSO,2026-05-26
449,277.0,-6.612363147105484,FALLIDO,2026-05-26
450,798.0,48.33914756330016,FALLIDO,2026-05-26
451,609.0,51.343823161605414,EXITOSO,2026-05-26
452,284.0,70.80825164953247,EXITOSO,2026-05-26
453,879.0,6.992507833720026,EXITOSO,2026-05-26
454,960.0,81.76151427095115,EXITOSO,2026-05-26
455,481.0,136.46649625124132,EXITOSO,2026-05-26
456,453.0,78.98149385862126,EXITOSO,2026-05-26
457,829.0,63.71489607294048,EXITOSO,2026-05-26
458,816.0,4.901703718985061,EXITOSO,2026-05-26
459,659.0,29.030155457718998,EXITOSO,2026-05-26
460,516.0,57.76620396708908,EXITOSO,2026-05-26
461,547.0,38.80894116628683,FALLIDO,2026-05-26
462,192.0,101.05025705083939,EXITOSO,2026-05-26
463,49.0,81.34812803874551,EXITOSO,2026-05-26
464,512.0,167.69514350587883,EXITOSO,2026-05-26
465,17.0,20.76566254302834,EXITOSO,2026-05-26
466,172.0,61.32458445566931,EXITOSO,2026-05-26
467,220.0,4.660305098628356,EXITOSO,2026-05-26
468,158.0,-28.897630983612984,EXITOSO,2026-05-26
469,477.0,88.9088391781261,EXITOSO,2026-05-26
470,46.0,79.86461531869425,EXITOSO,2026-05-26
471,373.0,25.816382614168404,EXITOSO,2026-05-26
472,518.0,63.721184783736945,EXITOSO,2026-05-26
473,99.0,34.829296042978214,EXITOSO,2026-05-26
474,892.0,40.23170180626896,EXITOSO,2026-05-26
475,745.0,47.18861548934903,EXITOSO,2026-05-26
476,37.0,24.137392903828882,FALLIDO,2026-05-26
477,280.0,31.334003607201733,EXITOSO,2026-05-26
478,349.0,32.46258224222984,EXITOSO,2026-05-26
479,497.0,76.91515387013322,EXITOSO,2026-05-26
480,302.0,-50.96880703939257,EXITOSO,2026-05-26
481,181.0,50.89482954060789,EXITOSO,2026-05-26
482,607.0,16.49272493849307,EXITOSO,2026-05-26
483,99.0,17.937892550988778,EXITOSO,2026-05-26
484,700.0,38.973865036651,EXITOSO,2026-05-26
485,993.0,59.42641160107368,EXITOSO,2026-05-26
486,116.0,51.42352553173227,EXITOSO,2026-05-26
487,191.0,17.43757960807183,EXITOSO,2026-05-26
488,253.0,88.86786073782307,FALLIDO,2026-05-26
489,981.0,23.895840525580375,EXITOSO,2026-05-26
490,928.0,30.611749762955288,EXITOSO,2026-05-26
491,983.0,71.37967143578066,EXITOSO,2026-05-26
492,161.0,72.81474257170967,EXITOSO,2026-05-26
493,256.0,35.53201355468086,EXITOSO,2026-05-26
494,323.0,-57.44648120396626,EXITOSO,2026-05-26
495,128.0,24.580364536486073,EXITOSO,2026-05-26
496,18.0,66.47552744961025,EXITOSO,2026-05-26
497,793.0,87.5443221476012,EXITOSO,2026-05-26
498,735.0,56.82813369886213,EXITOSO,2026-05-26
